,hostel,hostel_info,link
40,Hostel Paradis,"[7-8.5, Awards:0, France, Nice, Linen Included, Free City Maps, Towels Included, Free WiFi, Free Internet Access , Security Lockers, Elevator, Breakfast Not Included, Hot Showers, Hair Dryers For Hire, Safe Deposit Box, Internet Access, Luggage Storage, Tours/Travel Desk, Postal Service, 24 Hour Security, Tea & Coffee Making Facilities, Credit Cards Accepted, No Curfew, Non Smoking, Pet Friendly, Taxes Not Included, H_t7]",http://www.hostelworld.com/hosteldetails.php/Hostel-Paradis/Nice/2558
41,The Yellow,"[>8.5, Awards:4, Italy, Rome, Linen Included, Free City Maps, Towels Included, Free WiFi, Free Internet Access , Security Lockers, Key Card Access, Common Room, Elevator, Bicycle Parking, BBQ, Breakfast Not Included, Air Conditioning, Adaptors, Book Exchange, Hot Showers, Self-Catering Facilities, Outdoor Terrace, Reading Light, Hair Dryers, Safe Deposit Box, Steam Room, Internet Access, Laundry Facilities, Airport Transfers, Bicycle Hire, Towels for hire, Luggage Storage, Fax Service, 24 Hour Reception, Tours/Travel Desk, Currency Exchange, Housekeeping, Restaurant, Bar, Meals Available, Tea & Coffee Making Facilities, Nightclub, Age Restriction, Credit Cards Accepted, No Curfew, Non Smoking, Taxes Not Included, H_t10]",http://www.hostelworld.com/hosteldetails.php/The-Yellow/Rome/743
42,Hans Brinker Budget Hotel,"[7-8.5, Awards:0, Netherlands, Amsterdam, Free Breakfast, Linen Included, Towels Included, Free WiFi , Security Lockers, Common Room, Elevator, Bicycle Parking, Safe Deposit Box, Steam Room, Luggage Storage, 24 Hour Reception, Postal Service, Restaurant, Bar, Vending Machines, Cafe, Nightclub, Credit Cards Accepted, No Curfew, H_t2]",http://www.hostelworld.com/hosteldetails.php/Hans-Brinker-Budget-Hotel/Amsterdam/646
43,La Controra Hostel Naples,"[>8.5, Awards:0, Italy, Naples, Free Breakfast, Linen Included, Free City Maps, Free WiFi , Wheelchair Friendly, Security Lockers, Key Card Access, Common Room, Elevator, Bicycle Parking, BBQ, Air Conditioning, Adaptors, Book Exchange, Hot Showers, Self-Catering Facilities, Cable TV, Outdoor Terrace, Reading Light, Hair Dryers For Hire, Parking, Hair Dryers, Washing Machine, Steam Room, Internet Access, Laundry Facilities, Towels for hire, Luggage Storage, 24 Hour Reception, Tours/Travel Desk, 24 Hour Security, Bar, Meals Available, Vending Machines, Cafe, Tea & Coffee Making Facilities, DVD's, Board Games, Games Room, Child Friendly, Credit Cards Accepted, No Curfew, Taxes Included, H_t5]",http://www.hostelworld.com/hosteldetails.php/La-Controra-Hostel-Naples/Naples/16005
44,I Keu Ken Hostel,"[>8.5, Awards:0, Argentina, El Calafate, Free Breakfast, Linen Included, Free Parking, Free City Maps, Free WiFi, Free Internet Access , Security Lockers, Common Room, Bicycle Parking, BBQ, Adaptors, Hot Showers, Self-Catering Facilities, Outdoor Terrace, Parking, Hair Dryers, Internet Access, Towels for hire, Luggage Storage, 24 Hour Reception, Tours/Travel Desk, Currency Exchange, 24 Hour Security, Bar, DVD's, Games Room, Credit Cards Accepted, No Curfew, H_t4]",http://www.hostelworld.com/hosteldetails.php/I-Keu-Ken-Hostel/El-Calafate/17358
45,Vietnam Backpacker Hostels - Original,"[>8.5, Awards:0, Vietnam, Hanoi, Free Breakfast, Linen Included, Free WiFi, Free Internet Access , Security Lockers, Common Room, Bicycle Parking, BBQ, Air Conditioning, Hot Showers, Self-Catering Facilities, Cable TV, Outdoor Terrace, Reading Light, Hair Dryers For Hire, Ceiling Fan, Safe Deposit Box, Internet Access, Airport Transfers, Bicycle Hire, Towels for hire, Luggage Storage, 24 Hour Reception, Tours/Travel Desk, Currency Exchange, 24 Hour Security, Housekeeping, Restaurant, Bar, Meals Available, Cafe, DVD's, Games Room, No Curfew, Non Smoking, H_t2]",http://www.hostelworld.com/hosteldetails.php/Vietnam-Backpacker-Hostels-Original/Hanoi/10991
46,Orchid Hotel,"[>8.5, Awards:0, Vietnam, Hue, Free Breakfast, Free Parking, Free City Maps, Free WiFi, Free Internet Access , Key Card Access, Elevator, Air Conditioning, Adaptors, Book Exchange, Hot Showers, Cable TV, Reading Light, Parking, Hair Dryers, Safe Deposit Box, Internet Access, Laundry Facilities, Airport Transfers, Bicycle Hire, Luggage Storage, Fax Service, 24 Hour Reception, Tours/Travel Desk, Currency Exchange, Postal Service, 24 Hour Security, Housekeeping, Business Centre, Restaurant, Bar, Vending Machines, Minibar, DVD's, Credit Cards Accepted, No Curfew, Non Smoking, H_t1]",http://www.hostelworld.com/hosteldetails.php/Orchid-Hotel/Hue/16205
47,Cosmic Guest House,"[7-8.5, Awards:0, Hong Kong, Hong Kong, Linen Included , Key Card Access, Elevator, Air Conditioning, Cable TV, Reading Light, Card Phones, Steam Room, Towels for hire, Luggage Storage, Fax Service, Tours/Travel Desk, 24 Hour Security, Late check-out, Reception (limited hours), Credit Cards Accepted, H_t8]",http://www.hostelworld.com/hosteldetails.php/Cosmic-Guest-House/Hong-Kong/14323
48,HEY Backpackers,"[<5, Awards:0, South Korea, Seoul, Linen Included, Free Parking, Towels Included, Free WiFi, Free Internet Access , Security Lockers, Key Card Access, Common Room, Air Conditioning, Adaptors, Hot Showers, Self-Catering Facilities, Cable TV, Outdoor Terrace, Hair Dryers For Hire, Hair Dryers, Safe Deposit Box, Card Phones, Washing Machine, Internet Access, Laundry Facilities, Airport Transfers, Towels for hire, Luggage Storage, 24 Hour Reception, Vending Machines, Tea & Coffee Making Facilities, No Curfew, Taxes Included, H_t2]",http://www.hostelworld.com/hosteldetails.php/HEY-Backpackers/Seoul/7726
49,Clink78,"[7-8.5, Awards:0, England, London, Free Breakfast, Linen Included, Free City Maps, Free WiFi, Free Internet Access , Security Lockers, Key Card Access, Common Room, Hot Showers, Self-Catering Facilities, Dishwasher, Cooker, Fridge/Freezer, Reading Light, Jobs Board, Hair Dryers For Hire, Microwave, Washing Machine, Internet Access, Laundry Facilities, Towels for hire, Luggage Storage, Fax Service, 24 Hour Reception, Tours/Travel Desk, ATM, Postal Service, 24 Hour Security, Reception (limited hours), Bar, Vending Machines, PlayStation, DVD's, Games Room, Pool Table, Foosball, Wi-Fi, Child Friendly, Credit Cards Accepted, No Curfew, Non Smoking, Taxes Included, H_t10]",http://www.hostelworld.com/hosteldetails.php/Clink78/London/21954
50,Hostel ROOM Rotterdam,"[>8.5, Awards:0, Netherlands, Rotterdam, Free Breakfast, Linen Included, Free City Maps, Free WiFi, Free Internet Access , Security Lockers, Key Card Access, Common Room, Bicycle Parking, Book Exchange, Hot Showers, Self-Catering Facilities, Cable TV, Outdoor Terrace, Reading Light, Jobs Board, Hair Dryers, Card Phones, Washing Machine, Steam Room, Internet Access, Laundry Facilities, Bicycle Hire, Towels for hire, Luggage Storage, 24 Hour Reception, Tours/Travel Desk, 24 Hour Security, Housekeeping, Late check-out, Reception (limited hours), Bar, Meals Available, Vending Machines, Cafe, Tea & Coffee Making Facilities, DVD's, Board Games, Foosball, Credit Cards Accepted, No Curfew, H_t2]",http://www.hostelworld.com/hosteldetails.php/Hostel-ROOM-Rotterdam/Rotterdam/15170
51,Westend City Hostel,"[7-8.5, Awards:0, Austria, Vienna, Free City Maps, Free WiFi, Free Internet Access , Security Lockers, Key Card Access, Common Room, Elevator, Bicycle Parking, Breakfast Not Included, Meeting Rooms, Hot Showers, Linen Not Included, Self-Catering Facilities, Fridge/Freezer, Dryer, Cable TV, Outdoor Terrace, Hair Dryers For Hire, Parking, Hair Dryers, Iron / Ironing Board, Microwave, Washing Machine, Internet Access, Laundry Facilities, Luggage Storage, 24 Hour Reception, 24 Hour Security, Internet caf̩, Late check-out, Vending Machines, Tea & Coffee Making Facilities, Foosball, Wi-Fi, Age Restriction, Credit Cards Not Accepted, No Curfew, Non Smoking, H_t4]",http://www.hostelworld.com/hosteldetails.php/Westend-City-Hostel/Vienna/666
52,Oliver St. John Gogarty,"[7-8.5, Awards:0, Ireland, Dublin, Free Breakfast, Linen Included, Free City Maps, Free WiFi , Common Room, Elevator, Adaptors, Book Exchange, Hot Showers, Self-Catering Facilities, Reading Light, Hair Dryers For Hire, Parking, Hair Dryers, Safe Deposit Box, Steam Room, Laundry Facilities, Towels for hire, Luggage Storage, Fax Service, 24 Hour Reception, Tours/Travel Desk, ATM, 24 Hour Security, Restaurant, Bar, Vending Machines, Tea & Coffee Making Facilities, Nightclub, Credit Cards Accepted, No Curfew, Taxes Included, H_t2]",http://www.hostelworld.com/hosteldetails.php/Oliver-St-John-Gogarty/Dublin/108
53,PLUS Florence,"[>8.5, Awards:5, Italy, Florence, Linen Included, Free City Maps, Free WiFi, Free Internet Access , Wheelchair Friendly, Key Card Access, Common Room, Elevator, Breakfast Not Included, Fitness Centre, Air Conditioning, Hot Showers, Cable TV, Outdoor Terrace, Reading Light, Hair Dryers For Hire, Outdoor Swimming Pool, Washing Machine, Steam Room, Internet Access, Towels for hire, Luggage Storage, 24 Hour Reception, Tours/Travel Desk, ATM, 24 Hour Security, Restaurant, Bar, Vending Machines, Cafe, Pool Table, Credit Cards Accepted, No Curfew, H_t2]",http://www.hostelworld.com/hosteldetails.php/PLUS-Florence/Florence/22996
54,Samay Hostel Sevilla,"[7-8.5, Awards:2, Spain, Seville, Linen Included, Free City Maps, Free WiFi, Free Internet Access , Wheelchair Friendly, Key Card Access, Common Room, Elevator, Breakfast Not Included, Air Conditioning, Meeting Rooms, Book Exchange, Hot Showers, Self-Catering Facilities, Outdoor Terrace, Hair Dryers, Safe Deposit Box, Steam Room, Internet Access, Towels for hire, Luggage Storage, 24 Hour Reception, Tours/Travel Desk, 24 Hour Security, Vending Machines, Cafe, Tea & Coffee Making Facilities, Credit Cards Accepted, No Curfew, H_t10]",http://www.hostelworld.com/hosteldetails.php/Samay-Hostel-Sevilla/Seville/19239
55,Dina's Guesthouse,"[5-7, Awards:0, Portugal, Lagos, Linen Included, Free City Maps, Towels Included, Free WiFi, Free Internet Access , BBQ, Air Conditioning, Hot Showers, Cots Available, Self-Catering Facilities, Fridge/Freezer, Cable TV, Outdoor Terrace, Reading Light, Microwave, Washing Machine, Internet Access, Laundry Facilities, Luggage Storage, 24 Hour Reception, 24 Hour Security, Housekeeping, Late check-out, Tea & Coffee Making Facilities, Board Games, Wi-Fi, Child Friendly, No Curfew, Pet Friendly, Taxes Included, H_t4]",http://www.hostelworld.com/hosteldetails.php/Dina-s-Guesthouse/Lagos/19313
56,Casa Caracol,"[>8.5, Awards:0, Spain, Cadiz, Free Breakfast, Linen Included, Free City Maps, Free WiFi, Free Internet Access , Wheelchair Friendly, Security Lockers, Common Room, Bicycle Parking, BBQ, Air Conditioning, Meeting Rooms, Adaptors, Book Exchange, Hot Showers, Self-Catering Facilities, Fridge/Freezer, Utensils, Cable TV, Outdoor Terrace, Reading Light, Jobs Board, Hair Dryers For Hire, Hair Dryers, Ceiling Fan, Safe Deposit Box, Microwave, Washing Machine, Internet Access, Laundry Facilities, Bicycle Hire, Towels for hire, Luggage Storage, Tours/Travel Desk, 24 Hour Security, Housekeeping, Meals Available, Vending Machines, Cafe, Tea & Coffee Making Facilities, Board Games, Games Room, Wi-Fi, Child Friendly, Credit Cards Accepted, No Curfew, Taxes Included, H_t7]",http://www.hostelworld.com/hosteldetails.php/Casa-Caracol/Cadiz/11977
57,Makuto Backpackers Hostel,"[>8.5, Awards:0, Spain, Granada, Free Breakfast, Linen Included, Free City Maps, Free WiFi, Free Internet Access, Free City Tour , Security Lockers, Key Card Access, Common Room, BBQ, Meeting Rooms, Book Exchange, Hot Showers, Self-Catering Facilities, Fridge/Freezer, Dryer, Cable TV, Outdoor Terrace, Hair Dryers For Hire, Hair Dryers, Ceiling Fan, Microwave, Washing Machine, Internet Access, Laundry Facilities, Towels for hire, Luggage Storage, Tours/Travel Desk, Bar, Meals Available, Cafe, Tea & Coffee Making Facilities, PlayStation, DVD's, Board Games, Games Room, Wi-Fi, Child Friendly, Credit Cards Accepted, No Curfew, H_t2]",http://www.hostelworld.com/hosteldetails.php/Makuto-Backpackers-Hostel/Granada/7153
58,Belfast International Youth Hostel,"[7-8.5, Awards:1, Northern Ireland, Belfast, Linen Included, Free Parking, Free City Maps, Free WiFi , Wheelchair Friendly, Security Lockers, Key Card Access, Common Room, Elevator, Bicycle Parking, Breakfast Not Included, Meeting Rooms, Hot Showers, Self-Catering Facilities, Reading Light, Parking, Washing Machine, Steam Room, Internet Access, Laundry Facilities, Luggage Storage, 24 Hour Reception, Tours/Travel Desk, 24 Hour Security, Vending Machines, Cafe, Child Friendly, Credit Cards Accepted, No Curfew, Non Smoking, Taxes Included, H_t9]",http://www.hostelworld.com/hosteldetails.php/Belfast-International-Youth-Hostel/Belfast/452
59,Village Camping Santafortunata Campogaio,"[7-8.5, Awards:0, Italy, Sorrento, Linen Included, Free City Maps , Swimming Pool, Common Room, BBQ, Breakfast Not Included, Book Exchange, Hot Showers, Self-Catering Facilities, Parking, Outdoor Swimming Pool, Towels Not Included, Internet Access, Airport Transfers, Luggage Storage, Fax Service, 24 Hour Reception, 24 Hour Security, Restaurant, Bar, Meals Available, Mini-Supermarket, Caf̩, Games Room, Pool Table, Child Friendly, Credit Cards Not Accepted, No Curfew, Pet Friendly, Taxes Not Included, H_t3]",http://www.hostelworld.com/hosteldetails.php/Village-Camping-Santafortunata-Campogaio/Sorrento/1558
60,McLays Guest House,"[>8.5, Awards:0, Scotland, Glasgow, Free Breakfast, Free City Maps, Towels Included, Free WiFi , Hot Showers, Cots Available, Hair Dryers, Safe Deposit Box, Internet Access, Luggage Storage, Fax Service, 24 Hour Reception, Tours/Travel Desk, Housekeeping, Tea & Coffee Making Facilities, Child Friendly, Credit Cards Accepted, No Curfew, Non Smoking, Taxes Included, H_t3]",http://www.hostelworld.com/hosteldetails.php/McLays-Guest-House/Glasgow/3904
61,The Best Hotel,"[5-7, Awards:0, Italy, Milan, Free Breakfast, Free Parking, Free WiFi , Elevator, Air Conditioning, Luggage Storage, 24 Hour Reception, Credit Cards Accepted, No Curfew, H_t1]",http://www.hostelworld.com/hosteldetails.php/The-Best-Hotel/Milan/5559
62,Smart Hyde Park View Hostel,"[7-8.5, Awards:0, England, London, Free Breakfast, Linen Included, Free City Maps, Free WiFi , Security Lockers, Key Card Access, Common Room, Elevator, Adaptors, Hot Showers, Hair Dryers For Hire, Safe Deposit Box, Towels for hire, Luggage Storage, 24 Hour Reception, Tours/Travel Desk, Currency Exchange, ATM, 24 Hour Security, Housekeeping, Bar, Cafe, DVD's, Board Games, Wi-Fi, Credit Cards Accepted, No Curfew, Non Smoking, Taxes Included, H_t3]",http://www.hostelworld.com/hosteldetails.php/Smart-Hyde-Park-View-Hostel/London/8069
63,Kinlay House Dublin,"[7-8.5, Awards:0, Ireland, Dublin, Free Breakfast, Linen Included, Free City Maps, Free WiFi, Free Internet Access , Security Lockers, Key Card Access, Common Room, Meeting Rooms, Adaptors, Book Exchange, Hot Showers, Self-Catering Facilities, Cable TV, Jobs Board, Hair Dryers For Hire, Parking, Hair Dryers, Safe Deposit Box, Card Phones, Washing Machine, Steam Room, Internet Access, Laundry Facilities, Airport Transfers, Towels for hire, Luggage Storage, Fax Service, 24 Hour Reception, Tours/Travel Desk, Shuttle Bus, Postal Service, 24 Hour Security, Housekeeping, Late check-out, Reception (limited hours), Meals Available, Vending Machines, Mini-Supermarket, Cafe, PlayStation, Board Games, Games Room, Pool Table, Credit Cards Accepted, No Curfew, Taxes Included, H_t5]",http://www.hostelworld.com/hosteldetails.php/Kinlay-House-Dublin/Dublin/113
64,La Pescheria Backpackers,"[5-7, Awards:0, Italy, Venice, Free City Maps, Free WiFi, Free Internet Access , Self-Catering Facilities, Parking, Hair Dryers, Towels Not Included, Caf̩, Tea & Coffee Making Facilities, Credit Cards Not Accepted, No Curfew, Non Smoking, Taxes Not Included, H_t5]",http://www.hostelworld.com/hosteldetails.php/La-Pescheria-Backpackers/Venice/1554
65,Hotel the Moon,"[>8.5, Awards:0, Belgium, Brussels, Free Breakfast, Free WiFi , Hair Dryers, Luggage Storage, 24 Hour Reception, Credit Cards Accepted, No Curfew, H_t9]",http://www.hostelworld.com/hosteldetails.php/Hotel-the-Moon/Brussels/6189
66,Hostal Alcaravaneras,"[7-8.5, Awards:0, Spain, Gran Canaria, Linen Included, Free City Maps, Towels Included, Free WiFi, Free Internet Access , Bicycle Parking, Breakfast Not Included, Hot Showers, Self-Catering Facilities, Steam Room, Internet Access, Luggage Storage, Housekeeping, Credit Cards Accepted, No Curfew, Taxes Included, H_t6]",http://www.hostelworld.com/hosteldetails.php/Hostal-Alcaravaneras/Gran-Canaria/4180
67,MuchoMadrid,"[>8.5, Awards:2, Spain, Madrid, Free Breakfast, Linen Included, Free City Maps, Towels Included, Free WiFi, Free Internet Access , Security Lockers, Common Room, Elevator, Air Conditioning, Adaptors, Hot Showers, Self-Catering Facilities, Hair Dryers, Washing Machine, Steam Room, Internet Access, Laundry Facilities, Airport Transfers, Luggage Storage, Fax Service, 24 Hour Reception, Tours/Travel Desk, 24 Hour Security, Tea & Coffee Making Facilities, Child Friendly, Credit Cards Accepted, No Curfew, Taxes Included, H_t7]",http://www.hostelworld.com/hosteldetails.php/MuchoMadrid/Madrid/7616
68,Isaacs Hostel,"[7-8.5, Awards:4, Ireland, Dublin, Free Breakfast, Linen Included, Free City Maps, Free WiFi, Free Internet Access , Wheelchair Friendly, Security Lockers, Key Card Access, Common Room, Bicycle Parking, BBQ, Adaptors, Book Exchange, Hot Showers, Self-Catering Facilities, Jobs Board, Hair Dryers For Hire, Hair Dryers, Safe Deposit Box, Washing Machine, Steam Room, Internet Access, Laundry Facilities, Airport Transfers, Bicycle Hire, Towels for hire, Luggage Storage, Fax Service, 24 Hour Reception, Tours/Travel Desk, Shuttle Bus, Postal Service, 24 Hour Security, Housekeeping, Meals Available, Vending Machines, Cafe, Tea & Coffee Making Facilities, PlayStation, Board Games, Games Room, Pool Table, Age Restriction, Credit Cards Accepted, No Curfew, Non Smoking, Taxes Included, H_t1]",http://www.hostelworld.com/hosteldetails.php/Isaacs-Hostel/Dublin/107
69,Kyoto Hana Hostel,"[>8.5, Awards:0, Japan, Kyoto, Linen Included, Free City Maps, Free WiFi, Free Internet Access , Security Lockers, Common Room, Breakfast Not Included, Air Conditioning, Book Exchange, Hot Showers, Self-Catering Facilities, Cable TV, Reading Light, Hair Dryers For Hire, Hair Dryers, Card Phones, Washing Machine, Internet Access, Laundry Facilities, Bicycle Hire, Towels for hire, Luggage Storage, Fax Service, 24 Hour Security, Vending Machines, Tea & Coffee Making Facilities, Board Games, Child Friendly, Credit Cards Accepted, No Curfew, Non Smoking, Taxes Included, H_t1]",http://www.hostelworld.com/hosteldetails.php/Kyoto-Hana-Hostel/Kyoto/41311
70,Pension Madrid 21,"[>8.5, Awards:0, Spain, Santander, Free City Maps, Towels Included, Free WiFi, Free Internet Access , Elevator, Breakfast Not Included, Cable TV, Internet Access, Laundry Facilities, Airport Transfers, Luggage Storage, 24 Hour Reception, 24 Hour Security, Housekeeping, Credit Cards Accepted, Taxes Included, H_t4]",http://www.hostelworld.com/hosteldetails.php/Pension-Madrid-21/Santander/13381
